LSOA_Code,LSOA_Name,LADcode,Local_authority_name,pop_2001,pop_2011,Median_House_Prices_2001,Median_House_Prices_2011,All_cat_qual_2001,Level_4_qualifications_and_above_2001,All_cat_qual_2011,Level_4_qualifications_and_above_2011,All_categories_NS_SeC_2001,X1_Higher_managerial_administrative_and_professional_occupations_2001,All_categories_NS_SeC_2011,X1_Higher_managerial_administrative_and_professional_occupations_2011,Median_income_2001,Median_income_2011
E01000214,Barnet038E,E09000003,Barnet,1509,1663,228500,399950,1163,780,1390,933,1161,310,1294,355,34430,47820
E01000215,Barnet037B,E09000003,Barnet,1731,2033,237500,587500,1076,461,1434,587,1069,156,1251,214,29640,41980
E01000216,Barnet035E,E09000003,Barnet,1701,1968,250000,611250,1147,615,1447,711,1148,237,1294,257,33210,45860
E01000217,Barnet035F,E09000003,Barnet,1509,1725,200000,760000,984,437,1233,490,984,165,1150,199,33640,45590
E01000218,Barnet037C,E09000003,Barnet,1449,1818,250000,395000,951,438,1301,562,951,142,1203,181,30440,42010
E01000219,Barnet037D,E09000003,Barnet,1462,1905,190000,390000,1046,450,1332,477,1052,146,1279,143,29410,40490
E01000220,Barnet037E,E09000003,Barnet,1465,1871,225000,372500,961,410,1436,559,964,141,1235,157,30750,39500
E01000221,Barnet039B,E09000003,Barnet,1287,1294,129000,182000,860,211,956,247,861,53,878,60,22650,30520
E01000222,Barnet040C,E09000003,Barnet,1423,1582,205000,387500,1040,351,1206,370,1039,90,1128,85,27870,34590
E01000223,Barnet039C,E09000003,Barnet,1269,1287,135000,275000,907,225,992,268,902,66,922,63,23730,32440
E01000224,Barnet040D,E09000003,Barnet,1372,1559,200000,420000,1024,375,1217,426,1023,113,1130,93,28640,36810
E01000225,Barnet037F,E09000003,Barnet,1580,1776,301000,610000,948,394,1148,434,947,171,980,170,32320,44390
E01000226,Barnet018D,E09000003,Barnet,1582,1758,118000,225000,1058,171,1318,312,1053,62,1212,74,23010,30860
E01000227,Barnet018E,E09000003,Barnet,1787,1854,183500,350000,1254,345,1436,513,1252,132,1285,183,28350,39350
E01000228,Barnet007A,E09000003,Barnet,1367,1481,177475,886500,944,263,1089,449,942,117,1011,157,29650,44630
E01000229,Barnet013B,E09000003,Barnet,1535,1667,117000,268000,1075,210,1273,364,1076,85,1191,93,24800,35120
E01000230,Barnet013C,E09000003,Barnet,1638,1785,191750,303500,1145,315,1425,499,1147,167,1206,185,28780,38940
E01000231,Barnet013D,E09000003,Barnet,1607,1849,131500,225000,1154,331,1393,520,1153,125,1294,187,27010,37090
E01000232,Barnet013E,E09000003,Barnet,1569,1837,180000,365100,1143,367,1466,594,1141,152,1304,207,28470,39010
E01000233,Barnet013F,E09000003,Barnet,1584,1817,181750,350000,1125,375,1394,587,1125,176,1312,240,28880,40070
E01000234,Barnet021D,E09000003,Barnet,1551,1701,176000,397000,1196,471,1342,636,1192,247,1239,220,28880,40240
E01000235,Barnet021E,E09000003,Barnet,1443,1688,118250,235000,966,229,1272,415,964,84,1192,118,23770,34360
E01000236,Barnet034A,E09000003,Barnet,1692,1860,170500,296000,1099,428,1342,547,1099,147,1213,222,28250,40570
E01000237,Barnet032A,E09000003,Barnet,1554,2038,174500,325000,1121,513,1671,763,1126,199,1554,226,28690,39160
E01000238,Barnet034B,E09000003,Barnet,1610,1963,143000,362500,1120,453,1407,572,1121,173,1319,149,29240,39360
E01000239,Barnet031A,E09000003,Barnet,1497,1970,116000,199950,1212,530,1625,725,1215,192,1572,220,28000,36580
E01000240,Barnet031B,E09000003,Barnet,1482,1670,201975,312500,1101,385,1355,514,1098,119,1254,151,28410,38470
E01000241,Barnet031C,E09000003,Barnet,1529,1744,139000,296000,1169,541,1435,666,1168,198,1339,242,29290,40600
E01000242,Barnet032B,E09000003,Barnet,1507,1656,248750,410000,1004,327,1308,519,1003,155,1075,171,29600,40090
E01000243,Barnet032C,E09000003,Barnet,1527,1884,134000,244000,1184,541,1593,701,1185,168,1443,175,28090,36060
E01000244,Barnet032D,E09000003,Barnet,1433,1705,221250,370000,1133,452,1457,581,1132,130,1332,151,28420,37160
E01000245,Barnet032E,E09000003,Barnet,1546,1982,94500,203000,1095,345,1569,506,1094,108,1460,140,24220,33150
E01000246,Barnet002B,E09000003,Barnet,1498,1503,181000,322500,1082,359,1244,566,1081,162,1093,199,30730,42140
E01000247,Barnet002C,E09000003,Barnet,1625,1691,111500,249950,1228,447,1362,620,1233,198,1293,213,29350,40710
E01000248,Barnet001A,E09000003,Barnet,1499,1661,197000,338000,1061,453,1326,632,1058,187,1183,231,31220,44370
E01000249,Barnet001B,E09000003,Barnet,1515,1525,173250,490000,1091,405,1230,601,1092,152,1099,214,31270,46630
E01000250,Barnet001C,E09000003,Barnet,1607,2232,153000,237000,1147,406,1801,779,1149,165,1634,246,29950,41970
E01000251,Barnet002D,E09000003,Barnet,1498,1846,111250,240000,1159,395,1562,598,1162,152,1422,212,28410,38000
E01000252,Barnet002E,E09000003,Barnet,1525,1609,125000,249950,1107,396,1330,552,1105,174,1180,192,28820,39580
E01000253,Barnet007B,E09000003,Barnet,1619,1691,499000,877500,1154,357,1386,568,1154,191,1183,225,38350,50290
E01000254,Barnet001D,E09000003,Barnet,1461,1549,205000,450000,1031,403,1241,616,1028,182,1082,218,31670,45910
E01000255,Barnet017A,E09000003,Barnet,1436,1481,156000,335000,962,237,1188,412,964,93,1081,124,28210,37430
E01000256,Barnet016A,E09000003,Barnet,1556,1788,161350,332000,1121,398,1413,651,1117,200,1306,261,30040,43080
E01000257,Barnet017B,E09000003,Barnet,1487,1855,125000,249950,986,252,1382,434,986,84,1252,123,26010,33970
E01000258,Barnet016B,E09000003,Barnet,1594,1658,189975,371000,1164,488,1325,617,1165,218,1192,234,30910,43310
E01000259,Barnet025D,E09000003,Barnet,1613,2597,197475,355000,1171,366,2013,857,1172,146,1871,311,28910,40780
E01000260,Barnet025E,E09000003,Barnet,1469,1982,171000,277500,1129,406,1528,590,1125,160,1445,218,29420,39100
E01000261,Barnet017C,E09000003,Barnet,1470,1601,249000,544975,917,357,1255,558,924,161,1069,219,30840,42710
E01000262,Barnet017D,E09000003,Barnet,1750,2260,212000,530000,1328,387,1669,658,1326,404,1561,237,31100,39200
E01000263,Barnet016C,E09000003,Barnet,1492,1581,376975,683500,1060,415,1176,606,1056,217,1064,244,34790,51000
E01000264,Barnet016D,E09000003,Barnet,1511,1648,123500,380000,1143,407,1292,544,1140,177,1228,182,28450,39550
E01000265,Barnet011A,E09000003,Barnet,1657,1927,111500,230000,1207,310,1490,509,1206,124,1392,161,26830,35730
E01000266,Barnet011B,E09000003,Barnet,1500,1527,308500,590000,1072,357,1238,533,1073,163,1124,209,33340,44930
E01000267,Barnet005A,E09000003,Barnet,1495,1520,121500,367500,1090,357,1245,494,1086,166,1152,208,30240,42080
E01000268,Barnet005B,E09000003,Barnet,1393,1739,119000,225000,1029,371,1391,587,1026,155,1265,203,28560,39250
E01000269,Barnet005C,E09000003,Barnet,1334,1425,162225,392000,964,245,1154,426,969,110,1034,148,29510,41030
E01000270,Barnet005D,E09000003,Barnet,1360,1482,134000,368000,1039,374,1214,556,1041,161,1089,208,29670,42170
E01000271,Barnet008A,E09000003,Barnet,1548,1469,155000,322000,1115,373,1215,509,1117,172,1033,214,31340,42590
E01000272,Barnet008B,E09000003,Barnet,1387,1340,303750,700000,955,392,1126,563,946,181,957,219,37290,48030
E01000273,Barnet008C,E09000003,Barnet,1460,1520,150000,325000,1054,348,1276,544,1056,158,1104,198,29080,39510
E01000274,Barnet011C,E09000003,Barnet,1606,1862,152500,245000,1140,280,1442,488,1142,110,1333,147,27390,36640
E01000275,Barnet012A,E09000003,Barnet,1523,1637,206225,320000,1145,478,1378,635,1144,208,1184,261,31680,41650
E01000276,Barnet020A,E09000003,Barnet,1416,1520,272500,530000,1008,417,1172,591,1010,184,1050,252,33960,49680
E01000277,Barnet012B,E09000003,Barnet,1529,1591,145000,337000,1136,597,1322,619,1134,175,1167,193,29650,37240
E01000278,Barnet020B,E09000003,Barnet,1363,1514,262500,515000,976,382,1127,593,975,175,1021,257,33370,48880
E01000279,Barnet007C,E09000003,Barnet,1470,1449,495000,1350000,1072,428,1178,562,1069,220,1039,246,39190,56760
E01000280,Barnet007D,E09000003,Barnet,1427,1381,392000,1095000,1004,388,1134,574,999,177,1022,254,35590,51590
E01000281,Barnet008D,E09000003,Barnet,1304,1260,117500,185000,844,171,953,358,845,97,835,93,30210,38400
E01000282,Barnet008E,E09000003,Barnet,1526,1705,212500,420000,1118,425,1362,592,1120,186,1218,246,32210,44570
E01000283,Barnet012C,E09000003,Barnet,1393,1430,348000,655000,997,401,1112,585,992,150,999,233,34470,48090
E01000284,Barnet012D,E09000003,Barnet,1497,1672,130000,250000,1132,402,1373,583,1135,198,1241,201,28870,38160
E01000285,Barnet004A,E09000003,Barnet,1513,1449,212000,280000,1091,267,1190,361,1093,103,1105,120,25850,35740
E01000286,Barnet007E,E09000003,Barnet,1639,1571,124000,265000,1131,219,1262,368,1131,91,1109,118,24940,35180
E01000287,Barnet004B,E09000003,Barnet,1531,1589,137500,280000,1045,180,1251,308,1042,63,1146,97,23890,33690
E01000288,Barnet004C,E09000003,Barnet,1501,1569,180000,325000,1045,241,1215,398,1049,105,1124,136,26330,37360
E01000289,Barnet004D,E09000003,Barnet,1758,1817,99000,243000,1196,166,1322,285,1192,52,1264,66,21790,30730
E01000290,Barnet007F,E09000003,Barnet,1527,1557,150000,286500,1053,230,1288,359,1052,114,1113,110,26790,37640
E01000291,Barnet004E,E09000003,Barnet,1550,1575,115000,270000,1083,161,1163,238,1078,58,1068,67,22850,31120
E01000292,Barnet001E,E09000003,Barnet,1503,1467,135300,318000,1088,327,1221,494,1087,135,1049,155,27780,39870
E01000293,Barnet001F,E09000003,Barnet,1658,1722,205000,430000,1191,411,1413,678,1188,172,1283,242,29960,43040
E01000294,Barnet004F,E09000003,Barnet,1541,1599,129950,350000,1136,436,1316,528,1134,149,1132,167,27480,37780
E01000295,Barnet023B,E09000003,Barnet,1508,1714,141000,445000,1192,604,1429,741,1193,233,1330,279,30670,42630
E01000296,Barnet023C,E09000003,Barnet,1451,1707,164725,270000,1168,589,1439,765,1168,233,1338,261,30260,40820
E01000297,Barnet027D,E09000003,Barnet,1315,1434,135000,272000,1038,394,1193,515,1037,143,1144,180,27450,37810
E01000298,Barnet023D,E09000003,Barnet,1469,1812,150000,325000,1087,533,1543,738,1088,180,1382,246,29330,40500
E01000299,Barnet019A,E09000003,Barnet,1355,1809,150000,250000,1016,396,1514,660,1018,154,1383,214,28060,37270
E01000300,Barnet019B,E09000003,Barnet,1488,1632,168500,316500,1148,521,1339,656,1141,215,1241,217,29600,39840
E01000301,Barnet020C,E09000003,Barnet,1398,1539,249000,508725,1014,473,1181,616,1013,196,1054,241,32290,47310
E01000302,Barnet019C,E09000003,Barnet,1498,1763,139000,286250,1163,554,1484,697,1163,210,1359,234,29210,38020
E01000303,Barnet020D,E09000003,Barnet,1403,1567,229500,525000,977,472,1202,650,981,185,1078,252,32150,46800
E01000304,Barnet020E,E09000003,Barnet,1379,1556,149000,271000,1119,571,1306,704,1121,213,1230,259,30710,42740
E01000305,Barnet036B,E09000003,Barnet,1329,1657,99400,335000,1024,291,1352,405,1022,87,1254,80,24370,31930
E01000306,Barnet036C,E09000003,Barnet,1478,1696,166500,250000,1183,340,1405,452,1183,104,1320,129,25000,33650
E01000307,Barnet039D,E09000003,Barnet,1423,1655,158000,250000,1050,257,1323,338,1046,89,1224,83,24840,32740
E01000308,Barnet036D,E09000003,Barnet,1627,1516,118000,372500,1136,232,1189,255,1134,67,1107,56,21460,29840
E01000309,Barnet031D,E09000003,Barnet,1445,1822,155000,558750,1095,470,1492,638,1095,171,1386,202,28230,39690
E01000310,Barnet034C,E09000003,Barnet,1549,2029,140000,269500,1165,434,1730,646,1164,147,1577,200,26710,36760
E01000311,Barnet034D,E09000003,Barnet,1390,1632,267500,495000,934,385,1115,493,936,159,1014,213,31650,45520
E01000312,Barnet036E,E09000003,Barnet,1379,1672,97000,249950,1048,290,1300,404,1049,105,1244,104,23850,31590
E01000313,Barnet036F,E09000003,Barnet,1475,1858,144000,267100,1089,353,1510,494,1089,111,1422,135,24800,32980
E01000314,Barnet032F,E09000003,Barnet,1492,1865,205000,544150,1154,552,1539,681,1150,200,1426,225,29650,39470
E01000315,Barnet022F,E09000003,Barnet,1642,1715,154875,250000,1064,176,1303,293,1061,56,1212,81,23130,32690
E01000316,Barnet027E,E09000003,Barnet,1645,2312,150000,279950,1288,463,1836,816,1290,166,1764,250,28010,35890
E01000317,Barnet019D,E09000003,Barnet,1464,1613,153750,288000,1109,518,1333,633,1107,188,1198,214,28630,38620
E01000318,Barnet019E,E09000003,Barnet,1663,1840,195000,417000,1218,376,1480,558,1217,142,1345,175,28350,38780
E01000319,Barnet027F,E09000003,Barnet,1426,1500,194000,467500,1041,419,1189,531,1040,154,1105,197,29610,40530
E01000320,Barnet011D,E09000003,Barnet,1501,1475,130000,406000,1099,436,1213,566,1102,160,1052,184,29530,40440
E01000321,Barnet012E,E09000003,Barnet,1488,1635,169671,290000,1136,481,1400,651,1134,196,1289,197,29260,38110
E01000322,Barnet011E,E09000003,Barnet,1506,1717,121250,228000,1150,452,1444,620,1150,172,1321,182,27530,37200
E01000323,Barnet019F,E09000003,Barnet,1620,1982,129950,256500,1239,500,1671,694,1237,173,1505,206,26970,35900
E01000324,Barnet015F,E09000003,Barnet,1578,1786,151000,300000,1142,370,1411,539,1137,116,1284,168,27410,39450
E01000325,Bexley014A,E09000004,Bexley,1643,1610,150000,267500,1224,167,1293,274,1224,108,1187,119,28430,41550
E01000326,Bexley014B,E09000004,Bexley,1320,1295,87750,188000,1008,96,1022,213,1004,61,963,89,26420,39320
E01000327,Bexley017A,E09000004,Bexley,1507,1543,147000,250000,1102,169,1265,263,1099,85,1105,137,27930,39760
E01000328,Bexley017B,E09000004,Bexley,1483,1480,93000,249500,1124,146,1212,234,1123,89,1100,101,27450,37910
E01000329,Bexley017C,E09000004,Bexley,1331,1316,100000,215000,937,134,1071,233,937,65,950,80,26710,36970
E01000330,Bexley017D,E09000004,Bexley,1515,1544,86000,199500,1068,153,1313,267,1067,81,1086,96,25890,35320
E01000331,Bexley017E,E09000004,Bexley,1478,1630,119250,225000,1027,149,1266,212,1031,55,1117,65,25400,34450
E01000332,Bexley005A,E09000004,Bexley,1488,1529,79000,171000,1064,139,1257,296,1062,55,1101,91,24290,34560
E01000333,Bexley003A,E09000004,Bexley,1563,1666,74998,157000,1130,149,1331,232,1131,80,1169,84,24090,32850
E01000334,Bexley006A,E09000004,Bexley,1540,1611,100000,217500,1107,123,1298,245,1109,70,1175,88,25040,36500
E01000335,Bexley003B,E09000004,Bexley,1526,1794,72998,172750,1030,108,1289,297,1035,42,1214,65,22350,32090
E01000336,Bexley003C,E09000004,Bexley,1622,1886,63000,168000,1120,127,1411,339,1118,48,1342,83,22090,30950
E01000337,Bexley003D,E09000004,Bexley,1536,1653,72000,166500,1125,163,1286,279,1130,70,1212,81,24260,34720
E01000338,Bexley003E,E09000004,Bexley,1564,1751,81000,170000,1123,159,1360,336,1121,65,1302,92,24510,34180
E01000339,Bexley025A,E09000004,Bexley,1496,1530,152250,229000,1086,130,1234,246,1084,89,1085,103,27710,39380
E01000340,Bexley018A,E09000004,Bexley,1551,1502,115000,224750,1122,89,1227,235,1123,63,1077,76,26790,37740
E01000341,Bexley022A,E09000004,Bexley,1475,1490,129500,215000,1120,131,1209,208,1115,74,1047,86,27760,40040
E01000342,Bexley022B,E09000004,Bexley,1570,1595,115000,218500,1152,110,1292,244,1153,74,1191,86,27780,39940
E01000343,Bexley022C,E09000004,Bexley,1455,1535,153000,249000,1056,133,1204,214,1058,76,1098,94,29020,40410
E01000344,Bexley025B,E09000004,Bexley,1489,1609,138500,249000,1078,131,1284,275,1079,74,1132,101,27740,40310
E01000345,Bexley022D,E09000004,Bexley,1383,1355,137000,239250,988,140,1079,222,985,78,1001,107,29150,41970
E01000346,Bexley021A,E09000004,Bexley,1549,1622,118000,202500,1115,124,1283,234,1115,74,1154,107,27880,38670
E01000347,Bexley021B,E09000004,Bexley,1488,1486,114500,203500,1042,97,1192,150,1039,59,1076,82,27160,37080
E01000348,Bexley020A,E09000004,Bexley,1410,1481,176500,357500,1022,153,1186,293,1017,101,1085,116,30760,43920
E01000349,Bexley020B,E09000004,Bexley,1591,1659,177000,300000,1164,187,1338,340,1166,112,1144,146,29480,42090
E01000350,Bexley021C,E09000004,Bexley,1452,1501,150000,260000,1077,139,1205,241,1078,71,1109,95,28680,39560
E01000351,Bexley024A,E09000004,Bexley,1473,1586,114475,237500,1109,129,1308,243,1108,74,1176,91,28280,39570
E01000352,Bexley021D,E09000004,Bexley,1455,1575,89950,208750,1055,126,1267,224,1054,81,1130,97,27090,37710
E01000353,Bexley011A,E09000004,Bexley,1650,1686,150000,280000,1205,144,1423,299,1204,105,1225,128,29030,40560
E01000354,Bexley011B,E09000004,Bexley,1486,1505,109995,225000,994,113,1218,247,995,62,1085,83,26260,37620
E01000355,Bexley011C,E09000004,Bexley,1459,1464,132995,234000,1081,115,1261,233,1079,76,1067,82,27840,38810
E01000356,Bexley009A,E09000004,Bexley,1506,1546,152000,261500,1099,113,1310,248,1103,77,1077,110,28110,39560
E01000357,Bexley009B,E09000004,Bexley,1393,1457,151000,262500,1007,129,1130,249,1013,93,1041,107,29560,42190
E01000358,Bexley011D,E09000004,Bexley,1582,1608,94000,185000,1137,160,1344,275,1141,92,1179,145,28010,39820
E01000359,Bexley009C,E09000004,Bexley,1311,1280,150000,250000,959,126,1041,256,961,99,953,95,29740,41730
E01000360,Bexley015A,E09000004,Bexley,1522,1662,99500,185000,1112,196,1338,358,1113,115,1192,144,28130,38760
E01000361,Bexley020C,E09000004,Bexley,1477,1540,129000,235000,1033,142,1237,278,1040,81,1145,111,28160,39890
E01000362,Bexley015B,E09000004,Bexley,1528,1482,107000,221125,1072,161,1227,299,1070,86,1039,121,27360,38640
E01000363,Bexley020D,E09000004,Bexley,1383,1441,145000,300000,1017,194,1206,306,1014,82,1091,106,29260,40880
E01000364,Bexley023A,E09000004,Bexley,1474,1577,137500,247500,1104,200,1303,317,1102,95,1134,126,28610,40010
E01000365,Bexley015C,E09000004,Bexley,1483,1678,90000,170250,1043,225,1381,327,1040,93,1136,116,27710,37350
E01000366,Bexley015D,E09000004,Bexley,1521,1585,114000,231500,1116,177,1288,351,1114,96,1180,144,27740,39640
E01000367,Bexley010A,E09000004,Bexley,1477,1575,84000,180500,1022,88,1251,181,1022,42,1126,52,21930,31840
E01000368,Bexley010B,E09000004,Bexley,1488,1539,89000,165000,1009,81,1167,169,1013,37,1056,57,21610,32150
E01000369,Bexley014C,E09000004,Bexley,1578,1618,109250,177500,1157,131,1318,241,1156,72,1241,96,25100,36790
E01000370,Bexley014D,E09000004,Bexley,1503,1597,143000,235000,1127,147,1300,293,1128,82,1136,95,26260,38170
E01000371,Bexley014E,E09000004,Bexley,1551,1545,112000,208224,1150,117,1267,263,1148,82,1152,98,25320,37750
E01000372,Bexley010C,E09000004,Bexley,1613,1680,110000,202000,1085,108,1294,227,1083,47,1173,54,22420,32340
E01000373,Bexley008A,E09000004,Bexley,1385,1574,80250,170000,932,78,1062,194,939,38,1034,27,20420,30220
E01000374,Bexley019A,E09000004,Bexley,1429,1533,94250,155000,921,56,1078,148,920,25,997,36,21510,31520
E01000375,Bexley019B,E09000004,Bexley,1477,1476,93000,194000,1014,87,1148,211,1019,55,1078,65,23470,34890
E01000376,Bexley019C,E09000004,Bexley,1491,1541,101500,170000,1033,102,1177,210,1036,73,1085,84,25070,35610
E01000377,Bexley019D,E09000004,Bexley,1451,1420,80000,178000,1098,136,1190,262,1104,71,1052,100,25600,36870
E01000378,Bexley019E,E09000004,Bexley,1447,2121,69000,207500,1057,123,1712,359,1055,65,1535,153,24870,35690
E01000379,Bexley019F,E09000004,Bexley,1536,1680,95500,179000,1056,134,1285,258,1054,71,1184,95,24960,36240
E01000380,Bexley010D,E09000004,Bexley,1459,1455,72998,151000,979,88,1201,188,976,49,1055,70,22650,32330
E01000381,Bexley028A,E09000004,Bexley,1401,1598,82248,185000,995,130,1238,249,996,61,1104,93,23800,33770
E01000382,Bexley027A,E09000004,Bexley,1473,1524,159500,294250,1104,201,1239,349,1103,122,1096,132,29100,40010
E01000383,Bexley028B,E09000004,Bexley,1529,1505,184500,291750,1109,144,1251,279,1112,83,1088,113,25480,35670
E01000384,Bexley027B,E09000004,Bexley,1648,1722,114000,206250,1164,216,1427,368,1166,107,1222,142,27320,37190
E01000385,Bexley028C,E09000004,Bexley,1389,1866,91750,136225,991,74,1375,260,992,46,1270,65,22650,31830
E01000386,Bexley028D,E09000004,Bexley,1395,1457,77625,181250,945,118,1122,177,942,47,984,46,22970,30870
E01000387,Bexley027C,E09000004,Bexley,1460,1535,145000,245000,1016,134,1256,295,1015,91,1095,114,27400,37740
